Title,Date,Rating,Description,Score,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Remember Me,"Jul 18, 2018",E10+,"The place is Neo-Paris. The year is 2084. Personal memories are now digitised, bought, sold and traded. The last vestiges of privacy and intimacy have been swept away in what appears to be a logical progression of the explosive growth of social networks at the start of the 21st century. The citizens themselves have acquiesced to this surveillance society in exchange for the comfort only smart technology can provide. This memory economy transfers immense power over society to just a handful of people. Remember Me is a third-person action adventure in which players assume the role of Nilin, a former elite memory hunter with the ability to penetrate people’s minds and steal or even alter their memories. The authorities, fearful of her knowledge and powers arrested Nilin and wiped her memory clean. After her escape from prison, Nilin embarks on a mission to recover her identity, helped by her last and only friend. This search for her past leads to her being hunted by the very people that created this surveillance society.",Metascore 70 out of 100,12498,Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06
Risen 3: Titan Lords,"Sep 25, 2018",T,"The world of the RPG Risen 3 is abandoned by all gods and suffers from the Titan Wars when a new threat emerges. A young warrior is attacked from the darkness and deprived of his soul. He intends to reclaim what is lost amidst the shadows that is spreading throughout the world. The banned Mages might be powerful allies on his quest. To attain their help, he must find the Mage sanctuary on Taranis, otherwise known as the Island of Thunder. Protected by the Guardians, the Mages search the mines of Taranis for crystals loaded with magic energy.",Metascore 65 out of 100,12449,Risen 3: Titan Lords,PS4,2015.0,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06
Amazing Island,"Dec 7, 2010",E10+,"The Black Evil has taken over Amazing Island and captured its natives, the Maboo tribe. Now it's up to you to defeat the Black Evil, take back the land, and return it to its rightful owners. To do so, you must use your imagination to create your own monster and enter it in a series of competitions involving timing, speed, and head-to-head battles. The victor receives magical orbs that hold the power of the island and the keys to returning peace and prosperity to Amazing Island.",Metascore 59 out of 100,12814,Amazing Island,GC,2004.0,Strategy,Sega,0.04,0.01,0.0,0.0,0.06
NanoBreaker,"May 23, 2006",M,"Nanobreaker is a fast-paced 3D action game in which the main character wields a powerful, shape-shifting Plasma Blade to defend mankind from deadly nanomachines. Players will be able to slash through hordes of enemy units and grab them for offensive attacks. In Nanobreaker's futuristic world, Nano technology was originally developed to enrich humankind, but the nanomachines suddenly went awry. The machines began to harvest the blood of humans and the iron of buildings in an effort to construct an army of monster machines. It's up to the player to combat this threat and save the world from apocalypse. [Action]",Metascore 51 out of 100,12275,NanoBreaker,PS2,2005.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
Sacred 3,"Aug 15, 2006",T,After decades of peace a new shadow is cast over the world of Ancaria. Only if the clans from across the lands combine their skills the glimmer of hope left within the resistance will ignite a fierce battle for peace.,Metascore 57 out of 100,12597,Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.03,0.0,0.01,0.06
Coraline,"Apr 23, 2013",T,"The only videogame based on the upcoming movie, Coraline will allow players to explore and interact with such immersive 3-D environments from the movie as the Pink Palace, with its nooks and crannies and apartments, and the unpredictable Other World. Players will engage in unique mini-games and adventures with Coraline&rsquo;s friends Wybie and Cat as they collect items that will unlock the mysteries of the Other World.",Metascore 42 out of 100,12793,Coraline,Wii,2009.0,Action,D3Publisher,0.05,0.0,0.0,0.0,0.06
LEGO Batman: The Videogame,"Sep 6, 2019",E,"A stampede of notorious criminals have busted out of Arkham Asylum, where Gotham City houses only the shadiest of characters. It's up to the famed Caped Crusader to sweep Gotham clean of criminal activity using everything at his disposal, including crime-fighting vehicles as well as several baddie-bashing bat gadgets. [Warner Bros.]",Metascore 76 out of 100,12574,LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
Brave: A Warrior's Tale,"Nov 7, 2006",M,"Brave: A Warrior’s Tale brings players expansive exploration and in-game interactivity on their quest to protect their tribe from the sources of evil, continuously offering a significant challenge to players as they advance through a world of untamed wilderness. Embracing his inner spirit, Brave is able to communicate as well as embody various animals and battle enemies that stand in his way. [SouthPeak Games]",Metascore 42 out of 100,12617,Brave: A Warrior's Tale,Wii,2009.0,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
Brave: A Warrior's Tale,"Nov 7, 2006",M,"Brave: A Warrior’s Tale brings players expansive exploration and in-game interactivity on their quest to protect their tribe from the sources of evil, continuously offering a significant challenge to players as they advance through a world of untamed wilderness. Embracing his inner spirit, Brave is able to communicate as well as embody various animals and battle enemies that stand in his way. [SouthPeak Games]",Metascore 42 out of 100,12653,Brave: A Warrior's Tale,X360,2009.0,Action,SouthPeak Games,0.05,0.01,0.0,0.0,0.06
Mystic Heroes,"Jun 16, 2010",E,"In Mystic Heroes, it's up to you to find hidden Runes that will help you defeat an enemy army. As one of four main characters, you'll battle through Mt. Hoshin, Mt. Senkai, and The City of the Ancients. In each stage, you must equip your Runes strategically in order to defeat powerful enemies and bosses. The more Runes you gather, the more spells you unlock and levels you advance. There are 70 total Runes hidden throughout the single-player missions and multiplayer modes.",Metascore 67 out of 100,12368,Mystic Heroes,PS2,2002.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
Tom Clancy's Splinter Cell: Pandora Tomorrow,"Mar 28, 2005",M,"Tom Clancy's Splinter Cell: Pandora Tomorrow, the sequel to the stealth-action game Splinter Cell, once again casts you in the role of Sam Fisher, who is sent in to destroy top-secret documentation held in the embassy of militia leader Suhadi Sadono.  Use all-new moves and prototype gear to infiltrate buildings and spare the hostages.  This time, you can take your games of espionage against three other players in online multiplayer mode, in which you choose to play as either a mercenary or spy.  You've got the moves and the gear, now put them to use.",Metascore 93 out of 100,12345,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06
Captain America: Super Soldier,"Apr 14, 2009",E10+,"Captain America: Super Soldier combines a highly athletic combat system with fluid platforming and a highly tuned suite of shield attacks, as Cap explores a massive castle turned military installation. His shield can be employed in numerous ways: taking out multiple enemies at once, deflecting incoming fire back at enemies, solving puzzles, and scaling walls. Players will be able to launch shield-first into the fray with the superior force of the world's first Super-Soldier at their fingertips and they'll need every bit of that strength to overcome a castle that's both an acrobatic playground for the Captain's physical prowess and a house of mystery with enemies and danger at every turn.",Metascore 60 out of 100,12628,Captain America: Super Soldier,Wii,,Action,Sega,0.05,0.0,0.0,0.0,0.06
Dig Dug: Digging Strike,"Mar 13, 2020",M,"This 3D adventure combines the classic arcade digging action with new baddies, environments, weapons, mini-games and strategies to deliver the most action-packed Dig Dug game to date. Whether tackling the underground alone or wirelessly with a friend, gamers discover 15 stages with more than 80 areas in Dig Dug Digging Strike. Players explore 3D environments on the top screen of the DS, then plunge underground on the bottom screen to dig and connect fault lines that will trap monsters. Only by sinking enemy bosses do players move to the next level – and they encounter some familiar faces along the way. The dreaded Pooka and Fygar are back to threaten Dig Dug, along with a host of never-before-seen bosses. Dig Dug is armed with a series of thrilling weapons to combat monsters as well as elements from the environment including rolling rocks, quicksand and flowing lava. [Namco]",Metascore 65 out of 100,12615,Dig Dug: Digging Strike,DS,2005.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.06
Dungeon Explorer: Warriors of Ancient Arts,"Nov 21, 2003",M,"The PSP has its own unique story of Three Kingdoms and the heroes that rise up to fight back the looming Evil.  Dungeon Explorer: Warriors of Ancient Arts is a fully customizable adventure throwing hundreds of weapons, skills, and fighting styles your way while keeping the classic game’s exciting multiplayer element intact. [Hudson]",Metascore 56 out of 100,12736,Dungeon Explorer: Warriors of Ancient Arts,DS,2007.0,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06
Titan Quest,"Aug 6, 2013",E,"From the co-creator of Age of Empires, Brian Sullivan, comes an all-new action role-playing game set in the mythical worlds of ancient Greece and Egypt. The Titans, gods before the gods, have escaped from their eternal prison to wreak havoc on the world. In this titanic struggle between old and new gods it is the heroes of humankind who will ultimately determine the fate of all existence. The player quests throughout the ancient world in a race to uncover the secrets needed to once again imprison these ancient gods. Journeying to fabled locations such as the Parthenon, the maze at Knossos, the Great Pyramids, and the Hanging Gardens of Babylon, the player will have to overcome terrifying monsters and mythical beasts. A flexible class system allows almost limitless ways for the player to develop their character. Skills can be customized in many ways, and never become obsolete. [THQ]",Metascore 77 out of 100,12718,Titan Quest,PC,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06
